Event,Time,L1,L2,H,Server Available,Queue Size,Process Time,Queue Contents
L2 queued,283.46,284.74,283.52,284.95,false,1334,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,283.52,284.74,284.07,284.95,false,1335,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,284.07,284.74,284.23,284.95,false,1336,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,284.23,284.74,284.49,284.95,false,1337,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,284.49,284.74,284.89,284.95,false,1338,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,284.74,285.80,284.89,284.95,false,1339,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,284.89,285.80,284.94,284.95,false,1340,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,284.94,285.80,285.00,284.95,false,1341,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,284.95,285.80,285.00,286.40,true,1340,1.45,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,285.00,285.80,285.05,286.40,false,1341,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,285.05,285.80,285.41,286.40,false,1342,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,285.41,285.80,285.67,286.40,false,1343,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,285.67,285.80,285.68,286.40,false,1344,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,285.68,285.80,285.80,286.40,false,1345,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,285.80,285.80,285.99,286.40,false,1346,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,285.80,286.06,285.99,286.40,false,1347,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,285.99,286.06,286.18,286.40,false,1348,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,286.06,286.70,286.18,286.40,false,1349,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,286.18,286.70,286.31,286.40,false,1350,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,286.31,286.70,286.46,286.40,false,1351,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,286.40,286.70,286.46,288.47,true,1350,2.07,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,286.46,286.70,286.76,288.47,false,1351,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,286.70,287.83,286.76,288.47,false,1352,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,286.76,287.83,286.89,288.47,false,1353,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,286.89,287.83,287.48,288.47,false,1354,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,287.48,287.83,287.59,288.47,false,1355,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,287.59,287.83,287.73,288.47,false,1356,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,287.73,287.83,288.50,288.47,false,1357,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,287.83,288.31,288.50,288.47,false,1358,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,288.31,289.03,288.50,288.47,false,1359,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,288.47,289.03,288.50,290.45,true,1358,1.98,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,288.50,289.03,288.75,290.45,false,1359,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,288.75,289.03,288.86,290.45,false,1360,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,288.86,289.03,289.19,290.45,false,1361,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,289.03,289.08,289.19,290.45,false,1362,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,289.08,290.14,289.19,290.45,false,1363,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,289.19,290.14,289.24,290.45,false,1364,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,289.24,290.14,289.88,290.45,false,1365,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,289.88,290.14,289.96,290.45,false,1366,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,289.96,290.14,290.33,290.45,false,1367,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,290.14,290.70,290.33,290.45,false,1368,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,290.33,290.70,290.34,290.45,false,1369,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,290.34,290.70,290.44,290.45,false,1370,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,290.44,290.70,290.55,290.45,false,1371,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,290.45,290.70,290.55,292.67,true,1370,2.22,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,290.55,290.70,290.89,292.67,false,1371,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,290.70,293.30,290.89,292.67,false,1372,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,290.89,293.30,291.09,292.67,false,1373,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,291.09,293.30,291.45,292.67,false,1374,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,291.45,293.30,291.51,292.67,false,1375,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,291.51,293.30,291.55,292.67,false,1376,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,291.55,293.30,291.60,292.67,false,1377,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,291.60,293.30,291.66,292.67,false,1378,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,291.66,293.30,291.94,292.67,false,1379,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,291.94,293.30,292.55,292.67,false,1380,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,292.55,293.30,292.83,292.67,false,1381,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,292.67,293.30,292.83,294.88,true,1380,2.20,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,292.83,293.30,293.49,294.88,false,1381,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,293.30,294.03,293.49,294.88,false,1382,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,293.49,294.03,293.75,294.88,false,1383,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,293.75,294.03,294.92,294.88,false,1384,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,294.03,294.23,294.92,294.88,false,1385,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,294.23,294.84,294.92,294.88,false,1386,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,294.84,295.43,294.92,294.88,false,1387,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,294.88,295.43,294.92,296.73,true,1386,1.86,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,294.92,295.43,295.68,296.73,false,1387,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,295.43,295.47,295.68,296.73,false,1388,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,295.47,295.61,295.68,296.73,false,1389,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,295.61,295.76,295.68,296.73,false,1390,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,295.68,295.76,295.77,296.73,false,1391,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,295.76,295.79,295.77,296.73,false,1392,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,295.77,295.79,295.96,296.73,false,1393,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,295.79,296.06,295.96,296.73,false,1394,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,295.96,296.06,296.09,296.73,false,1395,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,296.06,296.29,296.09,296.73,false,1396,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,296.09,296.29,296.36,296.73,false,1397,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,296.29,296.37,296.36,296.73,false,1398,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,296.36,296.37,296.38,296.73,false,1399,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,296.37,297.06,296.38,296.73,false,1400,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,296.38,297.06,296.39,296.73,false,1401,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,296.39,297.06,296.50,296.73,false,1402,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,296.50,297.06,296.66,296.73,false,1403,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,296.66,297.06,296.71,296.73,false,1404,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,296.71,297.06,297.19,296.73,false,1405,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,296.73,297.06,297.19,298.25,true,1404,1.52,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,297.06,297.12,297.19,298.25,false,1405,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,297.12,297.28,297.19,298.25,false,1406,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,297.19,297.28,297.22,298.25,false,1407,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,297.22,297.28,297.26,298.25,false,1408,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,297.26,297.28,297.35,298.25,false,1409,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,297.28,299.09,297.35,298.25,false,1410,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,297.35,299.09,297.40,298.25,false,1411,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,297.40,299.09,297.45,298.25,false,1412,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,297.45,299.09,297.59,298.25,false,1413,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,297.59,299.09,297.84,298.25,false,1414,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,297.84,299.09,297.86,298.25,false,1415,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,297.86,299.09,298.12,298.25,false,1416,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,298.12,299.09,298.80,298.25,false,1417,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,298.25,299.09,298.80,300.34,true,1416,2.08,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,298.80,299.09,299.09,300.34,false,1417,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,299.09,299.09,299.09,300.34,false,1418,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,299.09,299.22,299.09,300.34,false,1419,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,299.09,299.22,299.72,300.34,false,1420,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,299.22,299.50,299.72,300.34,false,1421,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,299.50,301.17,299.72,300.34,false,1422,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,299.72,301.17,299.82,300.34,false,1423,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,299.82,301.17,299.85,300.34,false,1424,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,299.85,301.17,299.92,300.34,false,1425,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,299.92,301.17,300.16,300.34,false,1426,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,300.16,301.17,300.36,300.34,false,1427,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,300.34,301.17,300.36,301.94,true,1426,1.60,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,300.36,301.17,300.82,301.94,false,1427,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,300.82,301.17,300.93,301.94,false,1428,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,300.93,301.17,301.40,301.94,false,1429,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,301.17,305.11,301.40,301.94,false,1430,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,301.40,305.11,301.61,301.94,false,1431,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,301.61,305.11,302.09,301.94,false,1432,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,301.94,305.11,302.09,304.19,true,1431,2.25,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,302.09,305.11,302.35,304.19,false,1432,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,302.35,305.11,302.46,304.19,false,1433,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,302.46,305.11,302.51,304.19,false,1434,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,302.51,305.11,302.74,304.19,false,1435,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,302.74,305.11,302.80,304.19,false,1436,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,302.80,305.11,302.87,304.19,false,1437,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,302.87,305.11,303.07,304.19,false,1438,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,303.07,305.11,303.75,304.19,false,1439,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,303.75,305.11,304.19,304.19,false,1440,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,304.19,305.11,304.28,304.19,false,1441,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,304.19,305.11,304.28,306.15,true,1440,1.96,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,304.28,305.11,304.35,306.15,false,1441,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,304.35,305.11,304.73,306.15,false,1442,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,304.73,305.11,304.77,306.15,false,1443,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,304.77,305.11,304.93,306.15,false,1444,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,304.93,305.11,305.08,306.15,false,1445,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,305.08,305.11,305.39,306.15,false,1446,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,305.11,305.63,305.39,306.15,false,1447,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,305.39,305.63,305.91,306.15,false,1448,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,305.63,306.30,305.91,306.15,false,1449,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,305.91,306.30,306.55,306.15,false,1450,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,306.15,306.30,306.55,308.38,true,1449,2.23,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,306.30,306.81,306.55,308.38,false,1450,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,306.55,306.81,306.89,308.38,false,1451,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,306.81,307.05,306.89,308.38,false,1452,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,306.89,307.05,307.16,308.38,false,1453,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,307.05,307.43,307.16,308.38,false,1454,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,307.16,307.43,307.19,308.38,false,1455,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,307.19,307.43,307.53,308.38,false,1456,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,307.43,308.15,307.53,308.38,false,1457,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,307.53,308.15,307.85,308.38,false,1458,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,307.85,308.15,307.87,308.38,false,1459,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,307.87,308.15,307.92,308.38,false,1460,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,307.92,308.15,307.99,308.38,false,1461,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,307.99,308.15,308.56,308.38,false,1462,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,308.15,308.68,308.56,308.38,false,1463,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,308.38,308.68,308.56,310.35,true,1462,1.97,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,308.56,308.68,308.66,310.35,false,1463,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,308.66,308.68,308.79,310.35,false,1464,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,308.68,309.14,308.79,310.35,false,1465,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,308.79,309.14,308.98,310.35,false,1466,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,308.98,309.14,309.04,310.35,false,1467,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,309.04,309.14,309.27,310.35,false,1468,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,309.14,310.69,309.27,310.35,false,1469,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,309.27,310.69,309.28,310.35,false,1470,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,309.28,310.69,309.29,310.35,false,1471,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,309.29,310.69,309.70,310.35,false,1472,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,309.70,310.69,309.74,310.35,false,1473,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,309.74,310.69,309.89,310.35,false,1474,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,309.89,310.69,309.90,310.35,false,1475,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,309.90,310.69,310.05,310.35,false,1476,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,310.05,310.69,310.14,310.35,false,1477,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,310.14,310.69,310.60,310.35,false,1478,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,310.35,310.69,310.60,312.33,true,1477,1.98,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,310.60,310.69,311.32,312.33,false,1478,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,310.69,310.86,311.32,312.33,false,1479,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,310.86,312.60,311.32,312.33,false,1480,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,311.32,312.60,312.26,312.33,false,1481,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,312.26,312.60,312.46,312.33,false,1482,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,312.33,312.60,312.46,313.89,true,1481,1.56,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,312.46,312.60,312.59,313.89,false,1482,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,312.59,312.60,312.85,313.89,false,1483,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,312.60,315.31,312.85,313.89,false,1484,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,312.85,315.31,312.89,313.89,false,1485,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,312.89,315.31,312.95,313.89,false,1486,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,312.95,315.31,313.38,313.89,false,1487,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,313.38,315.31,313.49,313.89,false,1488,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,313.49,315.31,314.00,313.89,false,1489,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,313.89,315.31,314.00,316.17,true,1488,2.28,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,314.00,315.31,314.10,316.17,false,1489,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,314.10,315.31,314.20,316.17,false,1490,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,314.20,315.31,314.21,316.17,false,1491,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,314.21,315.31,314.30,316.17,false,1492,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,314.30,315.31,314.31,316.17,false,1493,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,314.31,315.31,314.80,316.17,false,1494,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,314.80,315.31,315.19,316.17,false,1495,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,315.19,315.31,315.58,316.17,false,1496,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,315.31,315.71,315.58,316.17,false,1497,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,315.58,315.71,315.66,316.17,false,1498,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,315.66,315.71,315.97,316.17,false,1499,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,315.71,316.27,315.97,316.17,false,1500,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,315.97,316.27,316.70,316.17,false,1501,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,316.17,316.27,316.70,318.23,true,1500,2.06,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,316.27,316.36,316.70,318.23,false,1501,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,316.36,317.33,316.70,318.23,false,1502,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,316.70,317.33,317.11,318.23,false,1503,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,317.11,317.33,317.32,318.23,false,1504,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,317.32,317.33,317.65,318.23,false,1505,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,317.33,318.13,317.65,318.23,false,1506,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,317.65,318.13,317.72,318.23,false,1507,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,317.72,318.13,317.84,318.23,false,1508,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,317.84,318.13,317.90,318.23,false,1509,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,317.90,318.13,317.97,318.23,false,1510,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,317.97,318.13,318.42,318.23,false,1511,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,318.13,318.28,318.42,318.23,false,1512,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,318.23,318.28,318.42,319.74,true,1511,1.51,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,318.28,319.03,318.42,319.74,false,1512,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,318.42,319.03,319.29,319.74,false,1513,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,319.03,319.19,319.29,319.74,false,1514,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,319.19,320.69,319.29,319.74,false,1515,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,319.29,320.69,319.60,319.74,false,1516,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,319.60,320.69,319.69,319.74,false,1517,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,319.69,320.69,319.70,319.74,false,1518,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,319.70,320.69,320.04,319.74,false,1519,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,319.74,320.69,320.04,321.84,true,1518,2.10,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,320.04,320.69,320.12,321.84,false,1519,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,320.12,320.69,320.18,321.84,false,1520,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,320.18,320.69,320.48,321.84,false,1521,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,320.48,320.69,320.50,321.84,false,1522,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
