L1,L2,H,Process Time
0.57253,0.27558,1.92777,3.08145
3.26799,0.17194,1.71298,2.10528
0.06485,0.00381,2.24407,2.38629
0.53883,0.05027,2.21393,1.95566
0.52869,0.08257,2.20177,3.13853
1.38230,0.14616,2.04892,3.31682
0.33845,0.19350,2.08001,3.05351
0.01390,0.35751,2.11046,3.82449
0.20171,0.27923,1.91150,3.09799
0.19167,0.49730,2.70355,2.96158
1.00094,0.25382,2.40423,2.80547
1.33777,0.07651,2.03343,2.53608
0.29458,0.00499,2.03772,3.13375
0.45389,0.38443,1.92852,2.91383
0.56769,0.02877,1.92589,2.95549
1.64391,0.04480,1.93155,4.23031
0.23451,0.12686,2.55374,3.38065
0.40269,0.37506,1.98483,3.07226
0.12124,0.06900,2.54588,3.19616
1.86045,0.17369,2.28385,3.52589
0.30167,0.07275,1.90006,2.89825
0.05393,0.12386,2.14620,3.53445
0.03784,0.23348,2.15396,3.96623
0.34947,0.17542,1.41249,3.33295
1.79430,0.59704,2.25616,3.41046
0.95577,0.10999,2.17390,3.33647
0.08106,0.22010,1.49851,2.59944
0.50837,0.17293,1.78758,3.31418
0.24053,0.07062,2.33679,3.66235
0.34282,0.15339,1.57624,3.22046
0.40265,0.30677,1.75957,3.55985
0.33241,0.12906,2.35645,2.15678
1.84231,0.00943,2.55822,3.15929
0.05348,0.07783,1.64462,2.70678
0.52104,0.35367,1.95550,3.51138
0.15667,0.02243,2.14923,3.71233
0.03496,0.12807,1.88980,2.93866
0.16083,0.02485,1.91747,3.18544
0.89845,0.92967,2.16308,3.36804
0.92389,0.12522,1.95890,2.90486
0.38663,0.58188,1.85375,3.28461
0.33544,0.30948,1.92174,3.00296
1.29216,0.28644,2.30978,3.07657
0.04809,0.23911,1.75817,3.00487
0.33702,0.11081,1.68769,3.18048
1.79758,0.78704,1.62717,3.10869
1.67535,0.20411,1.89891,3.09342
0.47866,0.06839,2.01662,2.07378
0.40978,0.54530,1.84212,3.02224
1.24577,0.02180,2.43187,2.36866
0.35165,0.05194,2.37055,3.10955
0.43311,0.07939,2.12194,3.08231
0.89904,0.12886,2.01843,2.69653
0.13989,0.06432,2.38225,2.68492
0.01842,0.09539,2.39357,2.86685
0.60251,0.32245,1.96927,2.93718
0.38190,0.12277,1.57847,3.40597
2.10018,0.09545,1.88185,2.83924
0.27050,0.39425,1.43843,2.94492
0.52431,0.25939,1.66031,2.58673
0.57758,0.24236,1.54778,3.08186
0.57675,0.16593,1.94755,2.78283
0.30243,0.10833,1.96867,2.75658
0.11175,1.86623,2.14139,2.36862
0.55570,0.61824,1.96144,2.80238
0.19451,0.72156,1.91896,2.34221
0.06661,0.09574,1.91519,3.14129
0.22774,0.03988,1.76162,2.55806
0.15007,0.16689,2.52586,2.93047
0.54276,0.31229,2.28440,2.93592
0.94055,0.03972,2.09106,2.73436
0.08086,0.24774,2.02938,3.22406
0.70137,0.12623,2.24524,2.78012
0.82456,0.11745,1.71697,2.96817
0.06385,1.02959,1.61661,2.16057
0.60349,0.15539,2.09035,4.44178
0.65053,0.20339,1.69638,2.66531
1.28159,0.50615,1.48830,2.92509
0.26649,0.00407,2.13742,2.21127
1.02873,0.54059,2.06776,2.99025
1.19523,0.81311,2.33422,3.74367
1.61334,0.00939,2.20618,2.67164
0.94077,0.06084,2.29783,2.59424
0.30416,0.62465,1.84244,2.94341
0.09775,0.08496,2.32014,3.19350
0.71288,0.22298,2.23969,3.23684
0.00616,0.04299,1.96920,2.42811
0.02083,0.05480,2.06552,3.00603
0.91954,0.57894,1.97889,3.99023
0.32336,0.03110,1.77261,3.10649
0.06506,0.60483,2.13661,3.07934
0.13536,0.01440,2.09303,2.90257
2.08877,0.07173,1.75700,2.80241
0.13063,0.39632,2.38383,3.34014
0.40363,0.58422,2.00693,3.75336
0.03633,0.14206,1.85000,3.29996
3.04198,0.12040,2.14028,3.77232
0.11451,0.35834,2.04584,2.77407
0.47667,0.01540,2.63390,3.52075
0.37392,0.06840,1.58620,3.10548
1.01837,0.08217,2.05231,3.24194
0.16333,0.52656,1.71092,2.49473
0.38073,0.25102,2.33611,2.87881
0.07197,0.03952,2.00205,2.67801
2.23896,0.12229,2.02230,3.02591
0.29161,0.41227,2.08833,2.92391
0.20354,0.40918,2.38145,3.61153
1.64778,0.07554,2.04128,3.01233
1.03668,0.01099,1.80948,2.74292
0.43562,0.35521,2.20671,3.32095
0.06384,0.52355,2.12442,3.28860
2.86456,0.01010,1.18701,3.06845
0.84927,0.05023,1.52381,2.77171
0.32825,0.06037,2.10163,2.88236
1.05201,0.02185,1.82165,3.26119
1.43891,0.08217,2.00936,2.40034
0.18138,0.40347,2.26895,4.16051
0.43695,0.12104,1.95976,3.81966
0.16841,0.04624,1.82478,2.41653
0.19832,0.11305,2.02910,3.05761
0.15564,0.32079,1.96194,2.84284
0.46501,0.10371,1.55306,3.67687
0.43594,0.20223,2.50471,3.48683
0.48009,0.06304,1.55976,2.85538
1.14821,0.04102,1.92457,3.47704
0.67275,0.37121,2.17899,2.89810
0.27255,0.41728,1.97940,3.64287
0.25335,0.03381,2.04830,3.09939
1.50469,0.05634,2.20753,2.92725
0.84596,0.02786,2.08625,3.94500
0.33418,0.06037,2.10220,3.19267
0.25759,0.16003,2.34476,3.09994
0.63182,0.12841,2.58209,2.94947
0.18467,0.23057,1.98278,3.93765
0.03802,0.82705,2.17646,2.51747
0.92239,1.38240,2.23693,2.92446
0.36631,0.09714,2.45648,3.27935
0.17105,0.05820,2.05854,2.33127
0.32456,0.05774,2.28211,2.46354
0.72011,0.27735,2.24225,3.10629
0.38119,0.22079,2.14090,2.80327
0.14670,0.19793,2.00105,2.61457
0.07025,0.23149,1.61504,3.37712
0.42736,0.11652,2.07037,2.29022
0.57880,0.29472,1.57687,3.59251
0.41777,0.11523,2.92787,2.98405
0.28008,0.04481,2.12247,2.38212
0.21477,0.00263,2.05787,3.11703
0.43361,0.02723,1.76218,3.27122
0.61060,0.07186,1.61807,2.78039
0.64760,0.05430,1.43422,3.17349
0.78658,0.10464,1.85326,3.25578
0.80895,0.33129,1.83316,2.88321
0.08557,0.15979,2.02159,3.45957
1.31116,0.32414,1.79713,3.41003
1.99030,0.05901,1.62323,1.96549
0.82408,0.68269,1.82113,2.56732
0.16146,0.09514,2.31232,2.75447
0.83425,0.07499,1.86980,3.24166
1.37841,0.03751,2.33711,3.92382
0.19593,0.22612,2.24599,3.07872
0.92579,0.04685,2.18619,2.37175
0.08134,0.09791,1.71321,3.07363
2.35543,0.23818,1.89453,3.06082
3.25573,0.06389,1.97749,1.66830
0.04649,0.03085,2.36377,2.76002
0.87937,0.38156,2.13718,2.25769
0.82510,0.32904,2.54662,2.52856
0.17688,0.17881,1.73488,3.26620
0.10541,0.59742,1.75552,3.52585
0.91295,0.01013,1.76887,3.44154
2.50492,0.38139,2.16528,3.08791
1.28249,0.26936,2.18091,2.99653
0.15753,0.52370,1.93832,3.53435
3.53362,0.00239,2.44576,2.81652
1.76794,0.10274,2.38127,2.62742
0.15832,0.20937,1.70597,3.24570
0.34567,0.03869,1.88421,3.07228
1.23795,0.27599,2.29720,3.56217
0.90262,0.62628,2.28238,2.56416
1.81509,0.57886,1.84088,3.61570
1.44329,1.02803,2.44283,2.39111
0.87225,0.08356,2.53348,2.89018
0.01906,0.16415,2.19846,2.54358
0.84304,0.51894,2.33407,2.41338
0.36821,0.10851,2.42020,4.49758
0.23175,0.11202,1.66802,2.55580
0.83440,1.11885,1.70270,2.65801
0.14294,0.01358,2.03656,2.96952
0.45785,0.03105,2.33472,3.09059
0.31355,0.17207,2.39087,3.23188
0.05333,0.40918,1.91634,3.48941
0.69820,0.35813,1.97657,3.32103
1.80518,0.69084,1.87556,3.21642
0.02030,0.26202,2.21217,3.11274
0.44829,0.03428,2.17349,3.27151
0.07115,0.18245,2.29050,3.23749
2.42364,0.17578,1.94979,2.76574
0.14934,0.08142,1.74909,2.40448
0.65335,0.33226,1.69668,2.96554
0.65513,0.12981,1.48473,2.42334
0.41410,0.65120,2.55678,2.56495
0.06765,0.06372,1.66368,3.55126
2.96749,0.34249,1.80809,4.21153
0.44312,0.21311,2.34535,3.54989
1.01005,0.13812,1.74510,2.79740
0.36609,0.04693,2.01897,2.93939
0.58949,0.07448,2.17413,3.64138
0.62203,0.05240,2.11175,2.96213
0.05429,0.11312,2.31375,3.15059
1.37211,0.36066,2.33905,4.16224
0.36419,0.26637,1.75656,2.98263
0.25652,0.36724,1.76049,3.01867
0.03832,0.02664,1.27855,2.99549
0.00316,0.28392,1.38686,2.49764
0.52532,0.70843,2.29547,3.36253
0.91156,0.09791,1.60543,3.21935
0.37860,0.91192,2.25207,3.00379
1.20396,0.11129,1.86924,3.23951
1.02643,0.02171,1.92369,2.86952
0.00835,0.30504,1.72554,1.89285
0.34154,0.55992,2.77471,3.02110
1.08716,0.04195,1.97580,4.00033
0.35858,0.13135,2.24692,2.09883
0.45056,1.25981,2.31938,2.85668
0.07757,0.00825,2.44238,2.44584
0.57670,0.10116,1.86627,3.25388
0.71363,0.24950,2.31165,3.65090
0.02901,0.45936,1.89760,2.62060
0.34838,0.17275,1.88868,3.12182
0.10632,0.19000,1.81862,3.14547
1.67064,0.00701,2.09102,2.90965
0.75206,0.01702,1.92549,2.00548
0.33807,0.04383,2.29234,2.87208
0.10121,0.03374,2.17771,2.78041
0.05253,0.14627,1.99944,4.05301
0.24405,0.16974,1.90728,2.45773
0.58282,0.66251,1.86637,2.05620
0.92423,0.29871,2.17047,2.41059
1.60625,0.54694,2.15167,2.74494
0.07692,0.17394,2.28334,2.86217
1.56209,0.02694,2.16582,3.10709
1.08910,0.06298,1.81180,3.40973
1.18896,0.05238,1.98834,3.22174
0.53489,0.13226,2.06440,2.41100
0.14241,0.51407,1.63218,2.97117
1.22937,0.03246,2.25280,2.93655
0.15594,0.10454,1.86730,4.21742
0.65607,0.05569,2.10153,3.03966
0.02624,0.09798,2.34359,3.11601
0.65836,0.16109,2.04643,3.21707
0.00077,0.04524,2.15078,3.25762
0.03178,0.15129,1.81360,3.41664
0.51844,0.41694,2.29033,3.45670
0.40010,0.17441,1.77025,2.62139
0.12158,0.65204,1.55548,3.55573
0.49161,0.04738,2.50454,3.62640
0.02128,0.15076,1.85594,2.98736
0.86618,0.11766,1.87665,2.32333
0.87471,0.32209,1.73865,2.29656
0.13999,0.09395,1.69991,2.60143
1.55708,0.04206,1.71167,2.84701
0.56886,0.41543,2.24398,2.66449
0.82485,0.02761,1.83452,2.66305
1.26011,0.09126,2.24945,3.17125
0.73473,0.26911,1.91786,3.88752
0.37735,0.18283,2.41513,3.39866
0.45362,0.04964,2.31730,3.46716
0.28829,0.11465,1.70966,2.87101
0.93678,0.33291,1.94823,2.46584
0.89901,0.33886,1.84858,3.53225
0.77282,0.36435,2.11915,2.34843
0.56261,0.50017,2.15030,2.46851
0.47807,0.78869,1.85667,3.71258
0.68166,0.06896,1.87112,2.74127
0.26349,0.17767,2.03110,2.03270
0.44455,0.46512,1.69164,2.94172
0.78369,0.13068,2.40334,3.55985
0.88373,0.44225,1.43425,3.19838
0.90204,0.47404,1.74230,3.24288
0.10152,0.34058,2.50996,3.14884
0.60723,0.07445,2.30624,2.54934
0.95013,0.06972,1.70709,2.80805
1.16246,0.34295,1.89384,3.20972
1.10308,0.15332,2.17808,2.73015
1.13558,0.00981,2.18280,2.48069
1.12931,0.14501,1.93506,2.98367
1.56298,0.05673,2.15341,2.11065
0.63720,0.04818,2.09664,3.01020
1.83698,0.13776,2.14773,3.04893
0.02774,0.03647,2.06431,2.03635
0.41736,0.09922,2.06540,2.65792
0.04061,0.41150,2.20426,2.17695
0.60950,0.39418,2.52723,2.78722
0.83020,0.06003,1.87781,2.39885
1.20766,0.11039,1.80878,2.51864
0.17221,0.02865,1.25956,2.81269
0.23316,0.42742,1.77510,1.80108
0.64991,0.30282,2.00891,2.81770
0.30804,0.44615,1.95465,2.57385
0.55959,0.09806,2.00849,4.07645
0.05814,0.09372,2.14957,2.62193
0.60169,0.03931,2.25150,2.64427
0.44836,0.15910,2.03179,3.42553
0.80417,0.18422,2.46349,3.64671
0.38364,0.24289,2.58902,2.33222
0.57596,0.03662,2.56493,3.20384
2.12746,0.06662,2.65500,2.95472
0.24503,0.04155,1.81015,3.11412
0.29037,0.39406,2.11321,2.73749
0.11344,0.06200,2.17554,3.01092
0.54159,0.00853,2.36654,2.66861
0.58605,0.19991,2.01094,3.42231
0.33840,0.38228,1.59988,2.79254
0.13103,0.39501,1.55073,2.84077
0.04549,0.17955,1.86018,3.10118
0.31180,0.36333,1.91818,3.17566
1.07901,0.13141,1.41793,3.35450
0.81834,0.21208,2.35380,3.25262
0.26675,0.36584,1.53091,3.84133
0.12914,0.08547,1.97846,3.13775
0.46009,0.26632,1.94992,3.64499
0.52875,0.01997,1.74779,3.90569
0.60783,0.41730,1.86199,2.86108
1.80835,0.28719,2.34513,3.88939
1.44081,0.30986,1.67188,2.91075
0.03906,0.00928,1.81660,2.30593
0.83134,0.08368,1.58012,2.95834
0.22512,0.01091,1.38394,3.32535
0.27263,0.18658,2.14936,2.25461
0.29028,0.07903,2.32714,2.57074
1.08917,0.47933,2.18345,3.32879
0.35469,0.18766,1.80213,2.75440
0.61877,0.07689,1.96253,2.71435
1.38170,0.23634,2.23284,3.20713
0.95792,0.23017,2.05698,2.56315
0.97998,0.05414,1.84135,3.64667
0.16894,0.35821,1.78991,2.30222
0.33244,0.09946,2.18237,3.24149
0.85552,0.06483,2.16298,2.44231
0.10691,0.80431,2.09939,2.40141
0.69264,0.40123,1.92600,2.14180
0.74592,0.03167,1.91402,3.01056
0.84070,1.04064,2.47798,3.23077
0.96784,0.06698,2.07160,2.78604
0.15144,0.15753,1.75657,3.45637
0.36379,0.04593,1.90651,3.19026
1.26590,0.39005,2.33066,3.98202
0.80238,0.02411,1.60275,3.32298
0.14847,0.16579,2.19113,2.77673
0.05846,0.07856,1.83338,2.36933
0.41554,0.26171,1.86339,2.30063
0.10886,0.10766,2.32905,3.44708
0.27468,0.06958,1.92489,3.36975
0.35121,0.49644,1.71892,3.77679
0.01476,0.01034,1.91179,3.44974
0.03284,0.16696,2.27692,3.64100
0.15838,0.06991,2.53312,3.06243
0.91842,0.26589,2.05871,2.71549
0.45406,0.30866,1.89546,2.95332
0.29220,0.01864,1.99247,2.49586
0.84168,0.25133,2.19696,3.09936
0.75528,0.15154,1.62829,2.57121
0.24230,0.08709,1.84131,2.88536
0.18446,0.01566,2.26400,2.66241
1.54747,0.19160,1.93098,3.11239
1.70155,0.05801,1.81106,3.12199
0.01243,0.01057,1.64830,3.36487
0.45317,0.18307,1.96100,2.26153
1.66722,0.30306,1.94999,3.63394
1.22432,0.06744,2.05397,3.05134
0.94420,0.24631,1.81896,3.57543
1.29670,0.97429,2.02118,2.91619
0.18360,0.08996,1.48077,2.60454
1.31287,0.14927,1.76088,3.02208
1.48069,0.21490,2.21034,2.72223
0.46336,0.21414,2.35635,1.79071
0.36716,0.65329,2.19338,2.68254
1.42113,0.10426,2.26479,2.40498
0.90866,0.36426,2.09185,2.29238
0.13410,0.23882,2.21448,2.39090
0.50876,0.00023,1.98476,3.49909
0.53876,0.42911,2.11507,3.81468
0.06079,0.59823,1.64210,3.19293
0.38015,0.22502,1.79278,3.58206
0.18639,0.26691,2.02382,2.68117
0.30360,0.13453,2.22959,2.55164
0.28893,0.11021,1.92387,2.72237
0.92246,0.33949,1.97718,3.13297
0.15734,0.06124,2.15135,2.69882
1.49593,0.25067,1.83348,2.85831
0.20926,0.00980,2.01943,3.05091
0.13014,0.33148,2.23928,2.58277
0.38120,0.21655,2.43732,3.03289
0.47725,0.08031,1.87532,3.22480
0.29328,0.19966,1.99742,2.84705
0.01818,0.01414,2.00114,4.30492
0.02828,0.02899,1.91714,3.35969
1.41693,0.15134,2.44561,3.24887
0.11199,0.34654,2.26306,2.92541
0.25997,0.16418,2.52111,3.98012
0.64314,0.32215,2.16019,3.18724
0.02067,0.39293,2.05038,3.45574
0.62667,0.54501,1.74941,3.44933
0.01370,0.07277,2.05698,3.90784
0.81483,0.03285,2.07987,2.01851
0.13811,0.08205,1.93747,3.31088
0.53460,0.47225,2.00534,2.88330
0.08335,0.01210,2.26616,2.80149
0.51055,0.21507,1.57914,2.61772
0.06700,0.21774,2.48483,2.55035
0.49653,0.44663,1.90009,2.82754
1.26112,0.15576,2.51086,3.13534
1.07957,0.06259,1.98590,2.53578
0.24297,0.05876,2.42185,2.57137
0.46933,0.04543,2.05077,3.65647
0.87579,0.07662,2.06072,2.99753
0.01765,0.01773,2.14794,3.47138
0.92732,0.30540,1.67608,3.26447
0.78284,0.11231,1.83993,2.71171
0.65526,0.21461,1.85939,2.71336
0.28936,0.20380,1.94495,3.24716
0.78787,0.33861,2.39895,3.02213
0.29272,0.16995,2.03173,2.20438
0.94479,0.73707,2.22773,2.76159
0.30877,0.06141,1.98399,2.81984
1.96966,0.15218,1.40381,2.61970
0.26169,0.06249,1.90988,3.17072
0.11649,0.03871,1.68233,3.02651
0.00655,0.00160,2.12743,3.32953
2.24235,0.00472,2.07738,2.95307
0.93913,0.42409,2.46971,2.98155
0.46929,0.09258,1.93342,2.68131
1.02552,0.54546,1.78902,3.16182
0.36182,0.28895,2.48384,2.88637
0.02159,0.14810,2.09604,3.27080
1.69910,0.15318,1.94575,2.99802
0.44968,0.18351,1.65445,2.47485
0.39603,0.38991,2.97374,3.26484
0.34817,0.19207,1.85955,3.09989
0.68658,0.29034,2.29411,2.85587
1.71295,0.54812,2.10621,2.96898
0.36133,0.01837,1.79779,3.01365
0.12622,0.22795,2.57716,3.37931
0.47130,0.13305,2.22955,3.15683
1.40736,0.37951,2.07264,2.84382
0.19882,0.03624,1.81108,2.16808
1.24511,0.32025,1.82750,3.55714
0.47910,0.05642,2.29697,2.34324
1.01079,0.47522,2.20208,2.43780
1.39711,0.59290,2.16372,3.37476
2.46746,0.33961,2.03556,2.96186
0.20608,0.29621,2.21162,3.90939
0.29677,0.98322,1.95322,2.67554
1.06502,0.40342,2.34361,3.47510
1.63409,0.00939,2.15204,2.95724
1.03184,0.36972,2.04278,2.98025
0.52723,0.31811,2.15353,2.81667
0.01604,0.00469,1.49403,3.26990
0.52038,0.07729,1.58350,3.42458
0.61595,0.14399,2.01855,2.82824
0.47045,0.19125,1.74824,2.20933
0.16659,0.03631,2.19531,2.24199
1.30281,0.05699,1.80773,2.92295
0.51994,0.07065,2.16933,1.84455
0.06456,0.54393,1.81913,3.35902
0.62088,0.09345,2.24507,2.57570
0.63106,0.05380,1.65518,2.79611
0.97736,0.05122,2.14727,3.01160
0.61340,0.08564,1.48459,2.74969
0.58757,0.50028,2.13743,3.16170
0.04206,0.13833,2.02928,3.36251
0.30761,0.03547,2.17477,2.80289
0.16131,0.27987,1.74066,3.64835
0.54453,0.16992,1.50762,3.71811
0.42957,0.31066,1.79212,2.96715
1.12123,0.04965,2.41739,2.94726
0.90464,1.00220,2.06449,3.03105
0.38311,0.04066,1.64183,2.77678
0.75275,0.24056,1.58756,3.19292
0.00989,0.01728,2.70498,3.38408
0.43824,0.41243,1.79993,3.22348
0.35177,0.05118,2.52976,3.94052
3.85890,0.07080,2.27942,4.00716
1.81987,0.26176,1.44159,3.63461
2.38330,0.02843,2.29237,3.66251
0.50040,0.09646,2.10965,3.20196
1.27312,0.11193,2.40212,2.44310
1.14120,0.13060,1.79447,2.73140
1.67454,0.24605,1.97802,3.44370
2.79729,0.12032,1.81685,3.24353
0.24015,0.21691,1.28872,2.10308
1.44676,0.08008,1.87352,1.89507
1.60339,0.54326,1.86152,3.01235
0.60296,0.02830,2.10208,3.31502
0.30302,0.09744,1.24424,2.80967
0.07958,0.10159,2.26139,2.75361
0.52855,0.03130,1.59090,2.75437
2.71826,0.01516,1.86380,3.28864
0.72602,0.47998,2.16798,1.90073
0.65507,0.00259,1.72218,2.43079
0.01110,0.12236,2.30121,3.43769
1.18907,0.03923,1.59024,2.52413
0.75097,0.14303,1.91536,2.98084
2.19658,0.01669,2.06990,2.92800
0.12729,0.11175,1.92947,3.19491
0.22793,0.01500,2.11371,3.74855
0.28751,0.13904,1.94125,3.52734
0.36880,0.27666,2.13489,3.63077
0.04557,0.10319,2.48989,2.59375
1.24285,0.28638,2.00133,2.79555
0.02828,0.09171,1.93562,3.13966
0.50475,0.21230,2.31888,3.40586
1.41947,0.11589,1.90487,3.23466
2.02605,0.00042,1.55802,2.01352
0.67120,0.05342,1.54333,3.39888
0.63320,0.17187,1.85858,2.24789
0.02484,0.07884,1.81240,3.25476
0.00911,0.01160,2.24055,2.42132
0.07299,0.22526,2.54475,2.77964
2.28049,0.12197,1.87054,3.40674
0.30174,0.11087,2.11198,3.24116
2.10032,0.01093,1.90067,2.59308
0.18479,0.03760,2.36519,3.53329
1.54314,0.31255,1.63748,3.49902
1.90682,0.49730,2.16720,2.72437
0.00069,0.45339,2.07799,3.06005
2.59604,0.13699,2.13999,2.52879
0.01287,0.11367,2.29559,3.46519
2.05396,0.51329,2.25464,2.73229
1.09493,0.52701,2.51751,3.25023
0.75519,0.15112,1.78141,3.96928
1.09861,0.25675,1.96825,3.33838
0.13082,0.07671,1.89967,2.40980
0.22295,0.14546,2.11735,3.10912
0.20666,0.53453,1.94976,2.72030
0.21056,0.00665,2.70029,3.12980
1.04423,0.00426,1.97660,2.17384
0.03517,0.07565,1.99275,3.45143
0.64166,0.64319,1.61734,3.54873
3.60720,0.52490,1.55457,3.53944
0.86604,0.72137,1.59698,2.90019
0.56420,0.01522,1.27183,3.13030
1.04653,0.01783,2.11836,3.34897
0.62631,0.76457,2.04475,2.69395
0.17212,0.10699,1.85071,2.62628
0.66823,0.24446,1.68575,4.50582
0.35034,0.12580,1.50741,3.60090
0.21055,0.36804,1.91783,2.25162
0.06937,0.67886,1.99795,2.92852
0.01781,0.13620,2.17316,2.31434
0.11705,0.64233,1.82193,2.26320
0.87893,0.04825,1.28856,3.62950
0.45676,0.10280,2.67100,3.54533
0.18164,0.28587,1.93271,3.70242
0.02728,0.07439,1.53974,3.63138
0.56206,0.07397,1.93094,2.66705
1.30539,0.08817,2.45062,3.67692
0.43496,0.06617,1.96106,3.75450
1.11144,0.06896,1.54729,3.88277
0.94017,0.17317,1.75153,3.26167
0.15606,0.05042,2.40059,2.68916
0.73838,0.08913,2.24000,3.55368
1.34817,0.13931,2.31656,2.29027
1.61377,0.41722,1.98671,2.82185
0.05582,0.09744,1.85922,3.19130
4.36040,0.00077,1.72472,3.48551
0.82284,0.46065,2.10543,3.81892
0.06582,0.33103,2.03087,3.87939
1.24359,0.01952,1.40364,3.03934
0.34687,0.20847,2.25943,4.24246
0.31600,0.38214,2.35565,2.92449
0.52616,0.04002,1.55434,3.08270
0.86305,0.05360,1.81599,2.01763
1.91942,0.97528,2.16505,4.63105
1.05498,0.01541,1.73938,3.40678
0.66722,0.66723,2.49695,3.32051
0.07311,0.08142,1.65058,3.43910
0.92940,0.29198,2.48355,3.30795
2.09768,0.02417,2.28911,2.96462
0.11575,0.16956,2.02320,3.28634
0.15850,0.19512,1.74013,3.46529
0.99197,0.23923,1.94611,2.37839
0.00735,0.16151,1.88069,2.93443
0.42525,0.21330,2.09405,2.92707
0.25085,0.02841,1.93470,2.43253
0.81261,0.26853,1.41631,3.62938
1.42404,0.16921,1.88048,3.39317
0.42453,0.02947,2.27415,2.66471
0.03761,0.19839,2.01031,3.01755
0.60485,0.19287,2.17980,4.19353
0.04110,0.47124,1.81424,2.54658
0.16030,0.03750,1.95057,3.03780
1.63512,0.01122,1.59922,2.60676
0.22831,0.13539,1.79002,2.39413
0.50850,0.60021,1.99130,2.91380
1.30650,0.02740,2.25270,2.31419
1.65892,0.35173,1.78899,3.09099
0.09929,0.05633,2.17588,4.05100
0.27508,0.62144,1.92721,3.49983
0.32381,0.10570,1.80882,2.65586
1.05026,0.21391,2.52050,3.66723
1.51036,0.05824,1.76317,3.72232
0.20558,0.16133,2.31211,2.79412
0.71277,0.18982,1.77171,2.76333
0.23324,0.23891,2.54337,3.03422
0.22695,0.00976,1.79206,2.72589
0.06479,0.14351,1.76130,3.35209
0.10301,0.27137,1.67058,2.89936
1.19551,0.39110,2.36281,3.49823
0.89613,0.18368,2.12730,3.51977
4.63097,0.32279,2.07530,2.78400
1.01083,0.51471,2.53448,3.00293
0.57136,0.68555,1.82146,3.10655
1.01522,0.02858,2.22299,3.17152
0.27694,0.40908,2.42082,2.27662
1.09802,0.19338,1.68000,2.46839
0.12746,0.58618,2.22894,2.75635
1.29443,0.24756,2.27458,2.83983
0.64551,0.18842,2.41089,3.25316
1.14746,0.63147,2.36250,2.98412
0.20909,0.19220,1.98637,2.69398
0.43462,0.25868,1.95543,2.79321
0.31545,0.29367,2.14558,3.68320
0.07899,0.09545,2.04421,2.08602
0.91265,0.01404,2.24103,3.11040
0.24153,0.08410,2.10278,2.64559
1.23855,0.31461,2.45759,3.27076
0.37324,0.05739,2.39387,3.66145
1.41028,0.26297,2.43645,3.45833
0.71991,0.16844,2.01186,3.06491
0.32106,0.07713,1.95436,2.79988
0.65058,0.00035,1.80951,2.84765
0.75801,0.05102,2.09468,3.34276
0.42039,0.53468,1.86804,2.72469
1.65420,0.05981,1.80301,2.82903
0.24048,0.20286,2.15580,2.99240
1.13468,0.15503,1.57835,3.04745
0.69658,0.27086,2.11133,2.99331
1.02882,0.80960,2.14744,3.75022
1.57689,0.01242,1.90917,2.50948
0.36169,0.36878,2.28672,3.43814
0.17008,0.12605,1.85604,2.80987
0.34825,0.08845,1.53343,2.93532
1.28056,0.17157,2.03037,3.22636
0.09639,0.24641,1.93782,4.02491
0.36669,0.04958,2.70661,2.63910
0.89100,0.04235,1.82451,2.69396
1.03260,0.51498,1.99361,4.03460
0.07772,0.32119,2.00829,3.09600
0.59048,0.20015,2.07181,2.71740
0.32198,0.03509,2.06924,3.38662
0.90722,1.57641,2.17136,4.15621
0.34615,0.02758,2.35758,2.81518
1.09411,0.26155,2.33074,2.63036
2.01098,0.40934,1.62751,2.46182
0.49428,0.15946,1.75145,2.42454
0.86359,0.31412,1.94869,2.93281
0.56800,0.04906,2.34412,3.71872
0.33818,0.13046,2.55040,3.08886
2.15426,0.07115,2.00589,3.02732
0.00163,0.09032,1.90674,2.42839
0.03060,0.54017,1.79744,2.23080
0.62684,0.58978,1.98666,2.89393
1.63743,0.33049,1.72625,2.43313
0.98326,0.11325,1.74109,3.14419
1.16631,0.23812,1.44137,2.57762
0.27292,0.83975,1.90992,3.41835
0.27153,0.13002,2.03338,2.65418
0.03017,0.08180,2.25394,3.52947
0.98538,0.50793,2.12283,3.36121
0.47133,0.05372,2.18982,2.35526
0.23368,0.16407,2.18135,3.84470
0.60445,0.22811,2.36612,3.56808
0.73017,0.36329,1.72096,2.73875
0.23477,0.02626,2.43644,2.89226
0.48284,0.37090,1.97291,2.43645
0.30277,0.17391,2.06825,2.71646
0.62632,0.16603,1.91821,4.03593
0.06661,0.72109,2.04328,3.99169
0.07158,0.42683,2.16220,3.41070
0.22594,0.02366,1.93194,3.36494
0.02494,0.24026,1.88852,3.36149
1.68946,0.37501,1.97031,2.39236
0.15821,1.00097,1.94230,2.84295
0.58254,0.34661,2.30801,3.70432
0.33210,0.12987,2.41011,3.20566
1.09156,0.15689,1.92133,2.69512
0.82899,0.22568,1.68805,3.79532
0.78305,0.08213,2.13726,2.23106
0.87863,0.29640,1.75180,3.39162
1.06848,0.28841,2.32522,3.51455
0.82810,0.01868,2.08091,2.55454
0.24582,0.03914,2.59045,2.68298
0.54395,0.09254,2.28519,2.08451
0.29070,0.46645,2.15393,2.96063
0.70541,0.03346,2.24049,1.87430
0.43410,0.04448,2.06927,3.99092
0.15583,0.06626,2.86429,2.78422
